url,category,subcategory,subcategory_type
https://www.capital.gr/xrim-anakoinoseis/3063808/metka-deltio-tupou/,"article","informative article"
https://www.real.gr/%CF%85%CE%B3%CE%B5%CE%AF%CE%B1/arthro/mipos_exete_ostrakoeidi_glossa_5_pathiseis_pou_mporei_na_krybei_to_stoma_sas-1048403/,"article","informative article"
https://www.capital.gr/epikairotita/3519117/rosia-o-alexei-nabalni-epistrefei-simera-sti-rosia-para-tin-apeili-gia-sullipsi-tou,"article","informative article"
https://www.makthes.gr/stin-athina-enas-14chronos-kai-mia-63chroni-traymatias-apo-ti-samo-324310,"article","informative article"
https://www.capital.gr/epikairotita/3460335/uperpsifistike-apo-tin-olomeleia-i-tropopoiisi-tis-sumbasis-gia-ti-dorea-tou-idrumatos-st-niarxos/,"article","informative article"
https://www.kathimerini.gr/economy/business/1009525/imerida-gia-tin-agrodiatrofi-stin-kriti-me-synergasia-ite-kai-omiloy-eythymiadi/,"article","informative article"
https://www.tovima.gr/2024/09/30/society/kairos-fthinoporines-thermokrasies-meta-to-mini-kalokairi-pos-tha-ekselixthei-i-evdomada/,"article","informative article"
https://www.kathimerini.gr/society/563245927/ektakto-deltio-tis-emy-pote-erchontai-vroches-kataigides-kai-ischyroi-anemoi/,"article","informative article"
https://www.ethnos.gr/weather/article/334905/epikairopoihthhketoektaktokairikodeltioerxetaiptoshthermokrasiaskaikataigidespoythaeinaientonatafainomena,"article","informative article"
https://www.rizospastis.gr/columnStory.do?publDate=7%2F10%2F2006&columnId=442&id=6868,"article","informative article"
https://www.kathimerini.gr/economy/local/769798/apopsi-oi-morfes-chreografon-poy-protagonistoyn/,"article","opinion article"
https://www.rizospastis.gr/story.do?id=4344293,"article","opinion article"
https://www.tanea.gr/2013/11/07/opinions/enstaseis-ethelontismos-a-la-ellinika,"article","opinion article"
https://www.capital.gr/xristos-xomenidis/3216895/i-maxi-ton-anthropon-me-ta-terata/,"article","opinion article"
https://www.tovima.gr/2013/01/29/opinions/to-telos-tis-bretanikis-logikis-kai-oi-dyo-pseydaisthiseis-toy-kameron/,"article","opinion article"
https://www.capital.gr/me-apopsi/2178892/gia-poia-elliniki-agrotiki-paragogi-milame/,"article","opinion article"
https://www.kathimerini.gr/pages/matter-of-class/943593/poios-tha-mas-ekpaideysei-stin-techniti-noimosyni/,"article","opinion article"
https://www.tovima.gr/2023/02/21/kirio-arthro/oi-dyo-kindynoi,"article","opinion article"
https://www.tovima.gr/2023/03/08/kirio-arthro/kaysimi-yli,"article","opinion article"
https://www.tovima.gr/2024/08/30/kirio-arthro/minyma-sto-kinito/,"article","opinion article"
https://www.kathimerini.gr/opinion/563235082/dimoi-kai-toyrismos/,"article","opinion article"
https://www.kathimerini.gr/opinion/563189062/i-simasia-toy-ktimatologioy/,"article","opinion article"
https://www.kathimerini.gr/opinion/563208202/to-lathos-minyma-2/,"article","opinion article"
https://www.kathimerini.gr/opinion/563219260/ena-moyseio-gia-to-mellon/,"article","opinion article"
https://www.kathimerini.gr/society/365739/karavania-me-18chronoys-se-anochyrota-nisia/,"article","reporting"
